Date,Close,High,Low,Open,Volume,RSI_14,NVIDIA stock,sell NVIDIA stock,buy NVIDIA stock
2020-02-24,7.08305549621582,7.092515861875628,6.019514379442231,6.345895807589502,4180612000,65.6956800829426,2,0,3
2020-03-02,6.139695167541504,7.054658570706459,5.933187332108756,6.8877580823047975,2750512000,53.68540263990888,2,0,5
2020-03-09,5.052352428436279,6.003934379270056,4.500833721531289,5.616326682551201,3886248000,43.75592076056368,2,0,3
2020-03-16,6.118523120880127,6.522073353340825,4.817446527406857,5.030929335529632,4109100000,52.94586952521162,2,0,4
2020-03-23,6.054999828338623,6.860357356290878,6.010410260329123,6.325777150982738,3544060000,52.39654389343736,2,0,3
2020-03-30,6.649862766265869,6.931351888371276,5.938418616401605,6.084144920001773,3393824000,56.90561478102208,1,0,2
2020-04-06,6.995872020721436,7.107471165640479,6.402005362998578,6.775663252470155,1821068000,59.31936217744363,2,0,4
2020-04-13,7.128146171569824,7.448246357348736,6.65384997609598,7.151313060822462,2952644000,60.23627932381207,2,0,4
2020-04-20,7.434793949127197,7.577780185353419,6.989891762681107,7.170244158924657,2077940000,62.35465575611013,2,0,3
2020-04-27,7.4181036949157715,7.522977342988258,6.995870450598016,7.3807380093809245,1727928000,62.16054983548303,2,3,3
2020-05-04,7.7521538734436035,8.143248478239782,7.506037724251547,7.557353238552189,2300920000,64.53982263720127,2,3,3
2020-05-11,8.937896728515625,9.054975551048985,7.659986516725396,7.813684602004748,3669288000,71.41139186672774,3,4,5
2020-05-18,8.494738578796387,9.148888829631389,7.968129524399917,9.01910501695501,3746504000,66.24462819771779,2,0,2
2020-05-25,8.738114356994629,8.843734937249444,8.349260828988696,8.382142716711998,2626788000,67.62978818141625,2,0,3
2020-06-01,9.33322525024414,9.465998571130257,8.646442150988173,8.696761322927527,2394432000,70.78657167530544,2,3,3
2020-06-08,9.207143783569336,9.2699466772153,8.676058139086278,9.121412034504765,2498584000,69.24582622828524,2,0,2
2020-06-15,9.206646919250488,9.612374965042603,9.086024656687488,9.198173375955164,2001516000,69.23943028298615,2,0,2
2020-06-22,9.500224113464355,9.545831787790394,8.87219237722097,9.326518891635247,2004944000,70.9469735152091,2,0,2
2020-06-29,10.184081077575684,10.193053734045131,9.54832396927333,9.608884171621318,1403228000,74.49818162294582,2,0,5
2020-07-06,10.195297241210938,10.758531601112614,9.754926869926352,10.347819103709137,2395960000,74.55312090957668,2,0,4
2020-07-13,10.406133651733398,10.56937169902662,9.864580991212598,9.983707764706969,1540428000,75.61651350449988,2,0,3
2020-07-20,10.432801246643066,10.51404665954171,9.746452958344598,10.417349606724022,1733228000,75.75452419722396,2,0,4
2020-07-27,11.251483917236328,11.336218369204436,10.263081999381075,10.342582878010717,1667940000,79.57631912328894,2,0,3
2020-08-03,11.40450668334961,11.468805016199584,10.762019617469402,11.31428861092248,1833552000,80.20442088799852,2,0,3
2020-08-10,12.100574493408203,12.456957590863604,11.320270000475368,11.509925025189466,2488268000,82.79621339450428,5,5,6
2020-08-17,12.733091354370115,12.87215611172023,11.841635464142191,11.937585269650356,3022140000,84.75011953697461,3,0,6
