Date,Close,High,Low,Open,Volume,RSI_14,Microsoft stock,sell Microsoft stock,buy Microsoft stock
2018-09-24,107.87012481689452,108.81610951979164,106.47456817803835,107.50484493924638,97057400,68.98680715348765,58,0,42
2018-10-01,99.43121337890624,107.48611403678753,99.08466269336486,107.34562012936172,181106100,53.27217149246339,78,0,56
2018-10-08,103.69281768798828,104.72309446675578,97.5954419293136,98.6725523940412,201872900,58.42284916971547,62,0,45
2018-10-15,95.83460998535156,103.83331658675031,95.15087672490992,103.1214859717101,199505500,47.9312321052168,94,0,67
2018-10-22,100.04000854492188,102.34408433423307,93.7646806985243,99.79649339390586,288745200,52.81476545111721,71,49,48
2018-10-29,104.86356353759766,105.125814966888,98.32598555034969,100.26478106924952,161228400,57.71369658114622,57,0,36
2018-11-05,98.316650390625,105.09775290108882,97.84834206802188,104.7137437923796,166174800,50.10925708903577,53,0,34
2018-11-12,96.9917221069336,102.41934219857824,93.45482869058218,98.76016522676622,208964300,48.71047157560704,50,0,42
2018-11-19,104.52644348144533,104.7239817904062,95.94759693646036,96.10750787561626,122072300,56.19870865402181,82,0,38
2018-11-26,102.08071899414062,106.68996792804263,101.78911583668972,103.78332346049244,141718600,53.4698271489772,64,0,48
2018-12-03,102.60750579833984,104.66755256768133,97.72546329136604,99.5409428859744,213518700,53.98807886324786,59,0,33
2018-12-10,97.53733825683594,104.2912981561604,95.3361833421333,103.0778421557083,252851200,48.400449591822905,64,0,39
2018-12-17,94.59305572509766,98.12054148067784,88.38468223061419,96.93531143401836,277146300,45.458172709182776,62,65,55
2018-12-24,95.11981201171876,96.33326772025366,90.67988304995316,93.40780623510778,156197900,46.08959752514288,63,0,37
2018-12-31,98.08289337158205,98.65669817399824,91.43240858660268,94.16033176294933,186091000,49.622617505928666,63,0,51
2019-01-07,99.12704467773438,99.95483254648336,95.2515184801832,97.09521673297031,148260400,50.84510612658538,57,0,42
2019-01-14,100.37811279296876,101.49750366835266,98.543823454613,98.76958048625218,124066200,52.3375159618872,49,0,35
2019-01-21,100.06768798828124,101.47868193317534,96.10749917748088,100.51920920838934,164829500,51.916318859383054,72,52,44
2019-01-28,99.73846435546876,100.90488408724548,96.27682535243638,97.6407905655542,170422400,51.44347059585326,58,0,34
2019-02-04,100.4721908569336,101.38463491653091,98.07350503523004,98.94832172181752,113587400,52.48219928173102,50,55,31
2019-02-11,100.7920150756836,102.21241783734382,99.39042958796408,100.0018546339799,88037800,52.95462469373658,49,0,36
2019-02-18,105.9647445678711,106.97555179084152,100.95794533180678,100.98628457614512,123600800,59.89889151611008,56,0,40
2019-02-25,105.56800079345705,106.98502093833564,104.67055758463545,105.84195888634736,116418400,59.17738498196029,50,0,36
2019-03-04,108.16586303710938,108.63820305037189,102.78118976885168,105.23735639634928,136295500,62.37338866602441,58,45,42
2019-03-11,111.01878356933594,112.18074306877082,108.0052594565191,108.20364137938144,182354100,65.56200689472203,74,54,68
2019-03-18,110.31028747558594,114.13624460292934,109.12943740015118,110.65982169255592,139377100,64.10902874459964,60,0,31
2019-03-25,113.33328247070312,113.76783448909391,109.70570682775276,110.94324276588478,107526700,67.42614473621879,63,0,35
2019-04-01,113.54109191894533,113.69223697167962,111.83121621174304,113.4560669708214,85144400,67.6475030289971,56,0,41
2019-04-08,115.03369140625,115.10926754322284,113.28603468094124,113.87173893147516,83119500,69.26315778810195,58,0,31
2019-04-15,118.09445190429688,118.8879796655132,114.58968987758492,115.43045452297028,98922200,72.31622783442677,100,48,46
2019-04-22,120.80567932128906,124.1026105991888,120.63563662804668,122.8650820695194,129001200,74.71234152930667,76,0,57
2019-04-29,118.56678771972656,122.26992434832589,117.34814966613489,120.9001484512856,140937800,69.3725806591124,73,0,61
2019-05-06,119.04859924316406,120.85294193940668,116.23345619789832,117.41430648371004,142084800,69.87161915930541,71,0,38
2019-05-13,121.05374908447266,123.69917086863823,119.24273487743368,120.18142802941706,110279400,71.92204230477572,59,0,46
2019-05-20,118.4652099609375,121.36662861129146,117.6118494067114,119.65990750283926,83618700,65.70532844641578,46,0,33
2019-05-27,119.30908966064452,119.3470176011016,112.84252411002294,118.76862916865764,135768700,66.71540126077076,65,0,29
2019-06-03,124.67578887939452,127.2832754190172,119.09102014468996,119.88749252211748,122827900,72.3024106996045,70,0,55
2019-06-10,128.65809631347656,128.88564945765052,124.74212198649938,125.14035445683176,99219200,75.57826652048004,63,0,33
2019-06-17,126.98934173583984,131.2276941857623,125.85153220193514,130.3269289075891,147384400,71.74878709571,59,0,40
2019-06-24,130.3363800048828,130.60186833251913,126.25921716185552,127.1884263085826,98081100,74.53572343027489,48,0,26
2019-07-01,130.7061767578125,131.39834176594837,128.35468789319174,128.89515561008568,79078300,74.83114386092066,61,45,38
2019-07-08,129.20806884765625,132.30859686088522,129.16065710955138,131.038043300649,100853300,71.2260803771315,84,0,55
2019-07-15,133.42747497558594,133.44644256754182,127.69100095776258,128.52540138741938,143222000,74.89459813822037,77,0,44
2019-07-22,129.20806884765625,134.33769482670598,128.0797360337035,133.15247371423985,109445700,65.85287831676833,71,0,35
2019-07-29,128.26939392089844,133.63607965330505,124.00259707101276,129.90025965207525,180209900,64.00173157881507,75,0,55
2019-08-05,127.03673553466795,132.15689941598575,126.74280301396874,129.52096882206018,129129400,61.55470038030102,70,0,41
2019-08-12,132.0356903076172,132.7016359769752,125.81396993933754,127.84982490250904,113020300,67.05578257621849,61,0,37
