Date,Close,High,Low,Open,Volume,RSI_14
2025-03-17,166.57000732421875,168.4600067138672,165.80999755859375,167.3249969482422,17839100,
2025-03-18,162.6699981689453,166.44000244140625,158.8000030517578,165.9600067138672,24616800,
2025-03-19,166.27999877929688,168.13299560546875,163.0500030517578,163.9149932861328,24955700,
2025-03-20,165.0500030517578,167.02999877929688,163.13999938964844,163.8249969482422,19981500,
2025-03-21,166.25,166.47000122070312,163.02999877929688,163.3800048828125,29882100,
2025-03-24,169.92999267578125,170.5,167.44000244140625,169.26499938964844,18742800,
2025-03-25,172.7899932861328,172.91000366210938,170.5500030517578,171.17999267578125,13841600,
2025-03-26,167.13999938964844,171.94000244140625,166.86099243164062,171.3000030517578,22498000,
2025-03-27,164.0800018310547,167.44000244140625,163.85000610351562,166.7100067138672,21571200,
2025-03-28,156.05999755859375,163.80999755859375,155.33900451660156,162.36000061035156,34866500,
2025-03-31,156.22999572753906,157.1300048828125,152.2100067138672,154.80999755859375,33591600,
2025-04-01,158.8800048828125,160.0800018310547,155.2550048828125,155.3000030517578,20111400,
2025-04-02,158.86000061035156,160.27499389648438,156.52999877929688,156.9600067138672,17113300,
2025-04-03,152.6300048828125,154.68699645996094,152.17999267578125,152.8350067138672,28416100,
2025-04-04,147.74000549316406,153.08999633789062,147.5399932861328,149.89999389648438,39832200,15.329856205989856
2025-04-07,149.24000549316406,154.92999267578125,142.66000366210938,143.38999938964844,47823000,17.943970929874283
2025-04-08,146.5800018310547,154.44000244140625,145.2100067138672,153.5749969482422,35304400,16.9448724267952
2025-04-09,161.05999755859375,161.8699951171875,145.80999755859375,146.3300018310547,46479500,37.383418125697006
2025-04-10,155.3699951171875,160.02999877929688,152.1999969482422,158.75999450683594,35270500,33.85753744976738
2025-04-11,159.39999389648438,159.86000061035156,155.5850067138672,155.5850067138672,22582000,38.29644341628422
2025-04-14,161.47000122070312,164.02999877929688,159.9199981689453,162.30999755859375,18255900,40.50509402031398
2025-04-15,158.67999267578125,162.0500030517578,157.64500427246094,161.57000732421875,15690800,38.50455395988989
2025-04-16,155.5,158.17999267578125,153.91000366210938,155.47000122070312,16921500,36.303687854951555
2025-04-17,153.36000061035156,157.07000732421875,150.89999389648438,156.61000061035156,19513400,34.859655803187295
2025-04-21,149.86000061035156,151.05999755859375,148.39999389648438,150.96499633789062,16147800,32.57731519934278
2025-04-22,153.89999389648438,154.61000061035156,150.8699951171875,151.07000732421875,15910300,37.65165530312232
2025-04-23,157.72000122070312,160.02000427246094,156.35000610351562,157.91000366210938,18575700,42.08975607964921
2025-04-24,161.47000122070312,161.7100067138672,158.08999633789062,158.52499389648438,30787500,46.14268238259958
2025-04-25,163.85000610351562,168.24000549316406,163.0,167.10000610351562,35148100,48.601330913225326
2025-04-28,162.4199981689453,164.9499969482422,160.3800048828125,164.25999450683594,20871200,47.206882869822245
2025-04-29,162.05999755859375,162.67999267578125,159.38999938964844,162.0449981689453,15955200,46.84251185382326
2025-04-30,160.88999938964844,161.37399291992188,157.15499877929688,159.86000061035156,20639500,45.61034786446922
2025-05-01,162.7899932861328,163.94000244140625,160.92999267578125,162.52000427246094,21904300,48.002361570048095
2025-05-02,165.80999755859375,166.6999969482422,163.66000366210938,164.9550018310547,16844900,51.64276003504017
2025-05-05,166.0500030517578,167.10000610351562,164.47000122070312,164.51499938964844,15309300,51.93078533492018
2025-05-06,165.1999969482422,166.74000549316406,163.1300048828125,163.9600067138672,10691900,50.77726830326945
2025-05-07,152.8000030517578,166.99000549316406,149.49000549316406,166.07000732421875,78729800,37.64161942795437
2025-05-08,155.75,157.41000366210938,154.10000610351562,155.9199981689453,38387500,41.51768848765285
2025-05-09,154.3800048828125,156.42999267578125,153.8300018310547,155.5500030517578,22871000,40.26594117200352
2025-05-12,159.5800018310547,160.44000244140625,157.88999938964844,159.10000610351562,31884900,46.819869050525234
2025-05-13,160.88999938964844,162.05999755859375,157.5800018310547,159.9199981689453,24944300,48.35711105403542
2025-05-14,166.80999755859375,168.33999633789062,160.92999267578125,161.30999755859375,31721700,54.72617742008305
