Date,Close,High,Low,Open,Volume,RSI_14,NVIDIA stock,sell NVIDIA stock,buy NVIDIA stock
2014-12-29,0.4593401253223419,0.48669896075635,0.4579001775808706,0.4830990914026717,831204000,,3,0,0
2015-01-05,0.4737395048141479,0.4857389743813686,0.4643799013863205,0.4646199022212618,1076032000,,2,0,0
2015-01-12,0.4871789216995239,0.4883788972640718,0.4682197426363472,0.4770993729946537,655532000,,2,0,0
2015-01-19,0.4634199738502502,0.4979784933642213,0.4631799730056836,0.4881388878718887,1044044000,,3,0,0
2015-01-26,0.4838190376758575,0.489338798891323,0.4545403117352986,0.4636599134901126,1158128000,,2,0,0
2015-02-02,0.4994184374809265,0.5039781960126729,0.4835791256917389,0.4842990423930782,1171952000,,3,0,0
2015-02-09,0.5308568477630615,0.5399764761042488,0.5248571434704608,0.527977010301081,1361276000,,2,0,0
2015-02-16,0.5313368439674377,0.5385365233773204,0.5270170592086945,0.5375765775662625,725368000,,2,0,0
2015-02-23,0.5403693914413452,0.5473558987280428,0.5292873612454242,0.5338647340303257,999052000,,4,0,0
2015-03-02,0.5512105822563171,0.5613289137442274,0.5389239548234215,0.5403694471612096,1592168000,,3,0,0
2015-03-09,0.5509694218635559,0.5630150910953629,0.5357918728876511,0.5459102580176814,1716960000,,3,0,0
2015-03-16,0.5068824887275696,0.568797307389969,0.5051960426020605,0.5528970055525686,2071884000,,3,0,0
2015-03-23,0.5061597228050232,0.5198917854649201,0.4929094526436779,0.4965231835743374,1571504000,,3,0,0
2015-03-30,0.5304919481277466,0.5324192903678253,0.4998959429101587,0.5090506318760494,1488464000,,2,99,0
2015-04-06,0.5451877117156982,0.5502468774137567,0.5261555301301887,0.5263964263715336,1338720000,78.32037884675862,3,0,0
2015-04-13,0.5374784469604492,0.5466331932098015,0.5263964159419183,0.5420558200851254,1118420000,75.408727586961,3,0,0
2015-04-20,0.5333828330039978,0.5442239659415793,0.5215780578457693,0.5276009222418239,1178436000,73.83823241473274,3,0,0
2015-04-27,0.5324194431304932,0.5512107338118006,0.525432933202444,0.5307330540855018,1285944000,73.45072605708891,3,0,0
2015-05-04,0.5047141909599304,0.5435012985367811,0.4909821293739945,0.5302510294117165,2922584000,63.181612428707645,2,0,0
2015-05-11,0.5068824887275696,0.5174826708064009,0.504955146343405,0.5061597425132962,1284480000,63.610413132930056,3,0,0
2015-05-18,0.528590977191925,0.5310112632239544,0.4978532926513979,0.5094707002276415,1144348000,67.67008252014267,2,0,0
2015-05-25,0.5252026915550232,0.5469852701262511,0.5242345307885118,0.5285910811252666,1510576000,66.42448748925244,3,0,0
2015-06-01,0.5196358561515808,0.5411764163086719,0.5167314902142964,0.5220561418645968,1766192000,64.32939744285775,2,0,0
2015-06-08,0.5222980976104736,0.5288328625706313,0.5039039166058058,0.519635800920376,1403764000,64.89957562342198,3,0,0
2015-06-15,0.5085025429725647,0.5353676977436775,0.5060822571993789,0.5266547151235403,1836728000,59.5844954378874,3,0,0
2015-06-22,0.4937387406826019,0.5155213695212923,0.4833315064812445,0.5085025237333624,1782288000,54.44554908032108,3,0,27
2015-06-29,0.4755866825580597,0.4973692864143297,0.4637272633000857,0.4934968170949737,1287284000,48.8652983934192,3,0,0
2015-07-06,0.4780069291591644,0.4852678157458178,0.4668736024253244,0.4830895411141966,1301716000,49.60691711420439,4,0,0
2015-07-13,0.4697778820991516,0.4886561445148551,0.4639692081651508,0.4809112074667469,1197824000,47.10536288256281,3,0,0
2015-07-20,0.4833316802978515,0.4872041503218914,0.4620331528698154,0.4707461959978593,982168000,51.44815990248639,4,0,0
2015-07-27,0.4980953335762024,0.5055982025414008,0.4799431605069043,0.4821214062721365,1300380000,55.713438081057966,5,0,0
2015-08-03,0.574092447757721,0.5796591119694474,0.48672001499486,0.4968852404476164,3542284000,70.21752513822238,5,0,0
2015-08-10,0.5564242601394653,0.5760286161490624,0.5503735165908755,0.5748184443576776,1301748000,64.89622844623523,3,0,0
2015-08-17,0.5300856828689575,0.5551195141607858,0.4860941625489996,0.5524460162005136,2729540000,57.85717629671144,4,0,0
2015-08-24,0.5398076772689819,0.5558487845029526,0.5201208954529012,0.5356758857006793,1701512000,59.59911681837088,4,0,0
2015-08-31,0.5402938723564148,0.5575501876298946,0.5283845549692161,0.547828310076335,1078368000,59.68885447276149,4,0,0
2015-09-07,0.5614388585090637,0.5645984739924275,0.5347036996049447,0.5371341685962283,1352604000,63.487327115212985,4,0,0
2015-09-14,0.5590084195137024,0.5762647908406441,0.5534183347390959,0.5711607651222048,1266952000,62.7553514680854,3,0,0
2015-09-21,0.5991111397743225,0.5998402862456239,0.5468560289773854,0.5556057286860527,2084832000,69.08830377645452,4,0,0
2015-09-28,0.6324084997177124,0.6387277293408467,0.5704314666970983,0.5991110294645725,2120832000,73.16790384314203,5,0,0
2015-10-05,0.6649770140647888,0.6754280372927929,0.6190410714105997,0.6297351821185265,2021496000,76.44275842137031,5,0,0
2015-10-12,0.6661922931671143,0.6834486667444197,0.6593870019176725,0.6661922931671143,1920260000,76.55773246381253,4,0,0
2015-10-19,0.6968162655830383,0.6994897645352445,0.6729976307278747,0.6739698068971349,1361400000,79.29947630522078,4,0,0
2015-10-26,0.6812611222267151,0.6982744056841134,0.6715392459653446,0.6856360013125038,1637448000,74.53118828436872,6,0,0
2015-11-02,0.7415368556976318,0.7762925694986524,0.6715392531515848,0.6846637746554917,3315796000,79.64003015784239,5,0,0
2015-11-09,0.7541753053665161,0.7551475394188398,0.720634795129199,0.739835519484752,1535564000,80.52227278963045,4,0,0
2015-11-16,0.759478747844696,0.77216520165735,0.7509398332915581,0.7597227583797806,1070096000,80.89636246480683,4,0,0
2015-11-23,0.7929027080535889,0.808516765626494,0.7570390904950622,0.7609426194300375,1117976000,83.09941074945134,5,0,0
2015-11-30,0.7980259656906128,0.8248627022332314,0.787291305973759,0.7992458437911816,1726164000,83.41512424206924,4,0,0
2015-12-07,0.809248685836792,0.8119323947147711,0.785095654936958,0.8004657602216708,1283460000,84.11514539030043,4,0,0
2015-12-14,0.8065649271011353,0.8187634171086501,0.7831438146533088,0.8104684555369377,1186808000,83.21064687668711,4,0,0
2015-12-21,0.8146160244941711,0.8280343940382924,0.7894871265421217,0.8041253161355295,578476000,83.77432693551543,4,0,0
2015-12-28,0.7692376375198364,0.8170557359291029,0.7602107014414428,0.8133962175552639,1446220000,69.59229324034727,6,0,0
2016-01-04,0.71385657787323,0.7550875050061209,0.7111728684787467,0.7499640968138396,2404176000,56.92634387053502,5,0,0
2016-01-11,0.6704297065734863,0.7075132020103756,0.6453008083731101,0.6992181812918763,2380008000,49.34264636572782,4,0,0
