Date,Close,High,Low,Open,Volume,RSI_14,Microsoft stock,sell Microsoft stock,buy Microsoft stock
2015-01-01,39.6179313659668,40.63772986013461,38.98377205668541,39.9864306682918,133149800,,9.0,18.0,11.0
2015-01-08,39.38654708862305,41.057648011214525,39.09517562894506,40.063557725683424,142231500,,9.051282051282051,18.128205128205128,11.102564102564102
2015-01-15,39.3522834777832,39.97787799405677,38.70955234134564,39.60937854763792,143689100,,9.102564102564102,18.256410256410255,11.205128205128204
2015-01-22,35.29879379272461,40.612038651728405,35.2730855926824,39.74649546961039,358306200,,9.153846153846153,18.384615384615383,11.307692307692308
2015-01-29,35.85581588745117,36.1728955607741,34.47608631639669,35.07596916499845,285639900,,9.205128205128204,18.51282051282051,11.41025641025641
2015-02-05,36.318580627441406,36.66994004556748,35.87295349021594,36.18146483668728,170479100,,9.256410256410255,18.641025641025642,11.512820512820513
2015-02-12,37.30410003662109,37.70687910958496,36.42998562860709,36.55853311502912,134341100,,9.307692307692308,18.76923076923077,11.615384615384615
2015-02-19,37.966583251953125,38.23413377859957,37.15529251344517,37.26749292688266,144874800,,9.35897435897436,18.897435897435898,11.717948717948717
2015-02-26,37.16393661499024,38.17373077206401,37.00858316123068,37.966595028626806,152186300,,9.41025641025641,19.025641025641026,11.820512820512821
2015-03-05,36.2318115234375,37.3192855686218,36.11098180560877,37.17256141671344,162925300,,9.461538461538462,19.153846153846153,11.923076923076923
2015-03-12,36.680625915527344,36.96544176767689,35.04941743100336,35.67083144124652,229141900,,9.512820512820513,19.28205128205128,12.025641025641026
2015-03-19,35.78302001953125,37.258874646261845,35.76575815758333,36.47347803563064,201012900,,9.564102564102564,19.41025641025641,12.128205128205128
2015-03-26,35.14435577392578,35.91249070149741,34.790495752492866,35.57589254603248,178699200,,9.615384615384615,19.53846153846154,12.23076923076923
2015-04-02,35.748504638671875,36.17141212418597,34.62650968911217,35.092570193385434,130274000,,9.666666666666666,19.666666666666668,12.333333333333334
2015-04-09,36.47347640991211,36.64609172933392,35.60177382075887,35.60177382075887,135610600,35.88008626272375,9.717948717948717,19.794871794871796,12.435897435897436
2015-04-16,37.10351943969727,37.2588695914255,35.52409385555664,36.20592249436149,162033100,40.602961152534725,9.76923076923077,19.923076923076923,12.538461538461538
2015-04-23,42.34238052368164,42.55814886519424,36.93953940848276,37.01721614312184,345026800,64.2095103462494,9.820512820512821,20.05128205128205,12.64102564102564
2015-04-30,39.94303131103516,42.75665211561793,39.718633701447,42.031670411186646,240504500,53.68580977063959,9.871794871794872,20.17948717948718,12.743589743589745
2015-05-07,41.10818099975586,41.70370037410507,39.83946223226923,39.93440081927344,157058900,57.34210682181388,9.923076923076923,20.307692307692307,12.846153846153847
2015-05-14,41.065040588378906,42.21292668384631,40.71980985564469,41.45342104724957,139382800,57.162168636653256,9.974358974358974,20.435897435897434,12.948717948717949
2015-05-21,41.35796356201172,41.49695259318931,40.12443301077066,41.07129682121799,105048800,58.12306903198021,10.025641025641026,20.564102564102562,13.051282051282051
2015-05-28,40.69776153564453,41.714121477530526,40.47190561175862,41.26240631599895,134141100,55.121947711947314,10.076923076923077,20.692307692307693,13.153846153846153
2015-06-04,40.48927688598633,40.96705142159704,39.49029105481522,40.645639943278496,128128700,54.17072636567036,10.128205128205128,20.82051282051282,13.256410256410255
2015-06-11,39.933326721191406,40.75857226199867,39.108077866624114,40.532716320187845,140307700,51.61295220137719,10.179487179487179,20.94871794871795,13.35897435897436
2015-06-18,39.646671295166016,40.68040565681852,39.56848973263567,40.15050876786404,177600800,50.29431471056304,10.23076923076923,21.076923076923077,13.461538461538462
2015-06-25,38.61292266845703,40.20260929784296,38.16989291122396,39.98543875787836,168822300,45.75448225046436,10.282051282051281,21.205128205128204,13.564102564102564
2015-07-02,38.43050384521485,39.00383399240057,37.63131445939729,38.638985727595234,121007700,44.98285538816665,10.333333333333334,21.333333333333332,13.666666666666666
2015-07-09,39.75089645385742,39.92463355853205,38.65635832779872,38.87352888020208,135578700,51.3750628779769,10.384615384615385,21.46153846153846,13.76923076923077
