Date,Close,High,Low,Open,Volume,RSI_14
2015-01-01,39.61793518066406,40.63773377302535,38.98377581032129,39.9864345184708,133149800,
2015-01-08,39.38655853271485,41.05765994085872,39.09518698837643,40.06356936648634,142231500,
2015-01-15,39.352272033691406,39.97786636803497,38.70954108416736,39.60936702877996,143689100,
2015-01-22,35.29878616333008,40.61202987394219,35.273077968844376,39.74648687890055,358306200,
2015-01-29,35.855804443359375,36.17288401548006,34.47607531267283,35.07595796981013,285639900,
2015-02-05,36.31858444213867,36.669943897169546,35.872957258107064,36.18146863698269,170479100,
2015-02-12,37.30410385131836,37.7068829654702,36.42998935391788,36.55853685348511,134341100,
2015-02-19,37.966590881347656,38.23414146175845,37.15529997981062,37.267500415794814,144874800,
2015-02-26,37.16393661499024,38.17373077206401,37.00858316123068,37.966595028626806,152186300,
2015-03-05,36.23181915283203,37.31929342700761,36.110989409559984,37.17256924420328,162925300,
2015-03-12,36.68061828613281,36.96543407904203,35.049410140892384,35.67082402188441,229141900,
2015-03-19,35.78302383422852,37.25887861829459,35.765761970440366,36.47348192393511,201012900,
2015-03-26,35.14435577392578,35.91249070149741,34.790495752492866,35.57589254603248,178699200,
2015-04-02,35.74850082397461,36.17140826436056,34.62650599414218,35.09256644868246,130274000,
2015-04-09,36.47347259521485,36.64608789658312,35.60177009723145,35.60177009723145,135610600,35.88020186059963
2015-04-16,37.1035270690918,37.25887725276384,35.52410116018249,36.205929939188046,162033100,40.603171232856944
2015-04-23,42.342384338378906,42.55815269933044,36.939542736428855,37.01721947806596,345026800,64.2096784106187
2015-04-30,39.94303512573242,42.75665619902568,39.71863749471351,42.03167442535615,240504500,53.685928422786425
2015-05-07,41.10818862915039,41.70370811402388,39.83946962619832,39.93440823082247,157058900,57.34223413013726
2015-05-14,41.06502914428711,42.2129149198592,40.71979850776251,41.45340949492309,139382800,57.16221594269748
2015-05-21,41.35797119140625,41.49696024822346,40.1244404126131,41.07130439773048,105048800,58.123176688531515
2015-05-28,40.69778060913086,41.71414102734594,40.4719245793949,41.26242565411272,134141100,55.12210257174429
2015-06-04,40.489288330078125,40.96706300072943,39.49030221654867,40.645651431565526,128128700,54.17084457467762
2015-06-11,39.93333053588867,40.758576155528885,39.10808160248811,40.5327201921428,140307700,51.61303351481465
2015-06-18,39.64667892456055,40.68041348513939,39.56849734698535,40.15051649421437,177600800,50.2944129484566
2015-06-25,38.61293029785156,40.2026172413382,38.169900453081766,39.985446658463616,168822300,45.754576174838064
2015-07-02,38.43052291870117,39.00385335043703,37.63133313623704,38.63900490455344,121007700,44.9829960814566
2015-07-09,39.75090408325195,39.92464122127196,38.65636574711841,38.87353634120334,135578700,51.37513866496582
2015-07-16,39.5598030090332,41.11474552507752,39.2644508177944,39.96808154268621,188305000,50.46132704452884
2015-07-23,40.21131134033203,40.63696388443309,38.90828766745357,39.32525484512341,181243400,53.49812345212143
2015-07-30,41.33190155029297,42.05290606855326,39.89857456414417,40.18523797311812,155468900,58.23993223580839
2015-08-06,40.60220718383789,41.496948782774936,39.707462271141246,41.44482665820944,129029700,54.35325924804064
2015-08-13,40.489288330078125,41.21898169909918,40.21999558556972,40.88019608379663,120259900,53.75541301788249
2015-08-20,37.3460807800293,40.63386693134758,34.731594614117675,40.28410131163725,329069600,40.42588616561285
2015-08-27,37.91444396972656,38.605229140994375,36.427945289660286,37.80076965829486,200992000,43.17003394037673
2015-09-03,37.66087341308594,38.82384139435905,36.90013694047413,37.95817322264645,131363300,42.235310445440426
2015-09-10,38.73640823364258,38.80636271762778,37.38107179475654,37.704602944154615,134409500,47.43424129353164
2015-09-17,38.36039352416992,39.348478473133255,37.87072570462918,38.727647724437325,167320200,45.8795790049787
2015-09-24,38.70142364501953,39.112397821384526,37.64338729268919,37.99315297499294,152626500,47.55835593245486
2015-10-01,40.92242050170898,41.4033457243912,38.25546850718749,39.1298792159232,159594900,56.92877364765443
2015-10-08,40.8175048828125,41.5694988605922,40.660110639295205,40.712576499005365,126828000,56.41595772150869
2015-10-15,41.27219009399414,41.96297542096546,40.68633312820439,41.10604990854315,138973800,58.174396518349695
2015-10-22,47.20070266723633,47.54172240394077,41.176011757156296,41.56075137422563,354498200,73.30039797114961
2015-10-29,47.56795883178711,47.98767570355066,46.011505013099104,46.8159648523558,180791600,73.92938435106898
2015-11-05,46.91213607788086,48.07510059143404,46.57985907303189,47.64664121008735,188632800,70.7252337937142
2015-11-12,47.0870246887207,47.20069903741811,45.932802590661375,46.76349359616495,165635800,71.08512961637972
2015-11-19,47.26355743408203,48.11745405502597,46.89383107744396,47.527651526647375,139137800,71.4664479095832
2015-11-26,48.60161209106445,49.26184048578924,47.35158127560459,47.36038284330567,152478200,74.23947644124053
2015-12-03,48.39915084838867,49.499531697137314,47.47483160705898,48.848108115211794,182552500,73.0821325129834
2015-12-10,49.411502838134766,49.51713845991574,47.254755691372594,48.76007589461103,195440500,75.16679006394007
2015-12-17,49.13859558105469,49.99249199735438,47.56284976309168,49.61396080403153,218813400,73.51394543453912
2015-12-24,49.56995391845703,50.0453158568594,48.39914717242638,49.1738161713754,81452700,74.46953743505745
2015-12-31,47.5804557800293,49.46430680252183,46.99945496600734,49.332263147300274,154710700,63.15243248903413
2016-01-07,45.45893859863281,47.59807949664352,45.159634837155295,46.39206288043832,245241800,53.768731191122825
2016-01-14,44.7106819152832,47.02588113788629,43.22296464354229,45.77584992490026,231040100,50.89624112443516
2016-01-21,45.08920669555664,46.34804265412976,44.27932464533882,44.89553859174667,178130700,52.28495408307691
2016-01-28,45.916690826416016,48.49598374297334,45.11561372196927,45.652600100638274,304207600,55.263535333824684
2016-02-04,43.75994873046875,46.48889549613869,42.42188509484089,45.863876565573776,253264100,47.024093983286406
2016-02-11,46.14556121826172,46.45366981439607,42.70357068746007,42.853224201718525,161202100,55.01370595799528
2016-02-18,45.53707504272461,46.99113996462789,44.50858985048519,46.39710264891178,147653200,52.825315105250674
2016-02-25,46.9468002319336,46.9556649948592,44.87209734008534,45.8651165158655,156883800,57.084590106567035
2016-03-03,46.84927749633789,46.96453972376717,44.84550595581904,46.96453972376717,157956500,56.70318175282863
2016-03-10,48.18808364868164,48.40973997343585,45.35975016241253,46.92907734753716,147543600,60.59554323520292
2016-03-17,47.851165771484375,48.76438869566053,46.92907470078222,48.06395393721139,163028200,59.15430887333996
2016-03-24,48.80872344970703,49.33183252658347,47.28373019107976,47.73590761851869,83907700,61.9260188558005
2016-03-31,48.87076950073242,49.34954781684838,48.06394087862856,48.72004487281036,110149500,62.105455901209794
2016-04-07,49.07469940185547,49.15449579853354,47.66496531534709,48.64911974697454,108568800,62.7272219848482
2016-04-14,49.28749465942383,50.33371265870121,48.8264491527756,48.95944428473042,139249400,63.40201905459479
2016-04-21,45.1646728515625,49.8549195570068,44.81888966898218,49.47367056539113,275872000,46.01868916477543
2016-04-28,44.21599197387695,45.01395590203128,43.75494652452182,44.88096078660346,175378800,43.090988912372154
2016-05-05,45.26221084594727,45.909446765476105,44.02980249354259,44.21599295350164,115059700,47.088841046917906
2016-05-12,45.0494270324707,46.06904396963179,44.59724629242853,45.39521031473432,119438100,46.37527705393196
2016-05-19,46.53411483764648,46.86446308500916,44.4806146301014,45.06095320012755,132665000,51.857138587728954
2016-05-26,47.18589019775391,47.3198155664194,45.85558030892498,46.3644912604721,105034500,54.076584964716226
2016-06-02,46.46269226074219,47.08767149707106,46.069846417748856,46.998386802816746,106468600,51.25315336076876
2016-06-09,44.36455154418945,46.47162281840725,43.80207325088284,46.42698217056971,205691400,44.06490649314156
2016-06-16,45.52521514892578,45.94484119959307,44.203829209964574,44.21275938036764,175421600,48.37804384732009
2016-06-23,45.123443603515625,46.48054003586145,42.891377775156464,45.78413318142712,282192800,47.02626120777119
2016-06-30,45.8734245300293,46.17698566307135,44.98952483486304,45.28415920187268,102902100,49.843609639139686
2016-07-07,47.775146484375,48.08763781576484,45.59665096074899,45.90913888627587,122919800,56.20415469540657
2016-07-14,49.91792678833008,50.74825566104672,47.25730437043366,48.0697763054092,231233600,62.04472797079673
2016-07-21,50.16791915893555,51.15003033972943,49.78400349644037,49.980426413771696,150951000,62.67020584495324
2016-07-28,50.86433410644531,50.98932928947488,49.74830082101945,49.998291187078586,151310100,64.42879516378846
2016-08-04,51.80179977416992,52.23035613374321,50.59648181987332,50.71255023159,108074000,66.70278597119132
2016-08-11,51.391090393066406,52.230346008806805,51.09645603717707,51.81071649800534,98481300,64.7498289357867
2016-08-18,52.0617790222168,52.26840861989537,51.38798551483804,51.58562927991393,83591100,66.47596869889892
2016-08-25,51.62156677246094,52.73557356784627,51.47782429180712,51.99889292610911,93731500,64.25200706915308
2016-09-01,51.80123519897461,52.27738142676131,51.21727956229667,51.21727956229667,78747700,64.77005377910584
2016-09-08,50.54349136352539,51.91803233762485,49.95953909403437,51.77428987144806,138755700,58.39084080129936
2016-09-15,51.891075134277344,51.97193048081037,50.29193986628026,50.4446681551051,143482400,62.636882087348965
2016-09-22,52.13364028930664,52.16059435575399,50.9208135389802,52.03481670887744,110067700,63.36163289426065
2016-09-29,51.78326797485352,52.25941421193353,51.181347518702594,51.93599626021851,111376100,61.5057632804674
2016-10-06,51.30712890625,52.45706870081067,50.66927189064781,51.873116398237606,103173000,58.977645794498876
2016-10-13,51.68444442749024,52.06177051203071,50.59739190244749,50.93878151663354,118574100,60.367868589863775
2016-10-20,54.4694709777832,55.134278687730834,50.90285606003132,51.65750496530375,248603600,68.77847469287431
2016-10-27,53.391395568847656,54.64914476759167,53.229684859663685,54.45149758367995,135169300,63.188351562480314
2016-11-03,54.05619430541992,54.60421345986636,52.57385095169906,53.48122451291557,154530100,65.07351679181482
