Date,Close,High,Low,Open,Volume,RSI_14
2015-01-01,24.86861228942871,26.36589028036732,24.796651262804016,26.25372964153895,169447946,
2015-01-08,24.857196807861328,25.058189168473927,24.196646350194417,24.714267599224105,247158716,
2015-01-15,25.709312438964844,25.77085148756733,24.70285465401473,25.09044985743777,190297030,
2015-01-22,25.310300827026367,26.90683440335572,25.310300827026367,25.88003008920608,201804538,
2015-01-29,25.943553924560547,26.792689062592665,24.873573411426783,25.35992870785771,326897039,
2015-02-05,26.599140167236328,26.72221825251447,25.910302304016,25.99467098933568,160174554,
2015-02-12,26.78425407409668,27.29542282140316,26.534773868048934,26.662666193218328,131808891,
2015-02-19,26.99120330810547,27.10782888247418,26.216012943617567,26.70187089106821,134448116,
2015-02-26,28.455228805541992,28.64083687810184,26.87358407975553,26.958448237301223,208659306,
2015-03-05,27.353981018066406,28.68053963437855,27.329167593098187,28.537113064366785,154478961,
2015-03-12,27.76688766479492,27.780783638733325,27.00857183781929,27.46961633379619,173484999,
2015-03-19,27.73140335083008,28.51577412262888,27.584751469675435,27.761427766409504,203870194,
2015-03-26,26.926189422607425,27.73711064075213,26.774326546731487,27.67209760388672,166174983,
2015-04-02,26.879039764404297,26.99020754981644,26.281518612885023,26.841323207700604,110444395,
2015-04-09,26.42841911315918,27.00063140909937,25.966383667950605,26.8502568462784,190712165,52.615712375878246
2015-04-16,26.767627716064453,26.852740559794515,25.85670482461393,26.29789821784728,171387256,56.050347438086426
2015-04-23,27.3245792388916,28.344558957020265,26.81055726918192,26.84877119916824,294103263,61.04336303203192
2015-04-30,26.087440490722656,27.300196558169905,25.93142969133477,27.26436506418769,162170000,47.998941287820365
2015-05-07,26.35616683959961,26.97125355677252,25.96452056187205,26.0759920968012,137314000,50.4746006685698
2015-05-14,26.83639144897461,27.018031967842795,26.31784756666615,26.56268819583773,175526000,54.631346230150015
2015-05-21,26.862266540527344,27.081228736345647,26.369101857445944,26.770699288806,131408000,54.85123018704917
2015-05-28,26.888145446777344,27.046893669889965,26.36313387913827,26.773687795670853,183750000,55.08569143645124
2015-06-04,26.70799827575684,26.90207871837804,26.02722271949764,26.761247194097976,150548000,53.02153017555471
2015-06-11,26.33824920654297,26.82195819793904,26.07649043628572,26.79433899998366,123440000,48.965860846379776
2015-06-18,26.76522827148437,27.058837684093,26.41438908509427,26.42483954134753,149220000,53.398798014563404
2015-06-25,25.96899604797364,26.91750442909292,25.789348829776664,26.81648336121648,191216000,45.467415404754426
2015-07-02,25.71967887878418,26.18497570166705,25.63756923809895,25.93117864268547,108206000,43.298762612523994
2015-07-09,27.878952026367188,28.19162093788488,25.89484989884753,26.032697203670978,220684000,60.75676753192944
2015-07-16,32.948936462402344,33.772037497607094,28.11682428435968,28.12279651560504,582012000,77.93525034736018
2015-07-23,31.44754981994629,33.02507698427377,30.87874318095572,32.9076332233552,252652000,68.38814990511513
2015-07-30,32.037261962890625,32.24030268699831,30.95588539683304,31.35151069197252,166200000,69.94547619211502
2015-08-06,32.822540283203125,33.58592289630216,31.337075717816,32.09797148288863,255032000,71.92865188618643
2015-08-13,32.88922119140625,33.19278369878141,32.408500190939655,32.81069374637485,150494000,72.09702179688871
2015-08-20,31.28282928466797,32.9932300516364,28.119313987368585,32.61850195277126,413294000,62.38874508864062
2015-08-27,30.57219314575196,32.02780015497149,29.56496477624356,31.819286518211587,278488000,58.62770322698213
2015-09-03,30.491579055786133,31.17832687054035,29.62219788494058,30.704570940769763,156604000,58.1990891264874
2015-09-10,31.649093627929688,31.78445218074111,30.427381269081145,30.51048754406226,167040000,62.44465447801364
2015-09-17,30.97130584716797,32.391576936095326,30.62643889708379,31.73916853421809,264608000,58.68596875610678
2015-09-24,30.277591705322266,31.340060460062745,29.33007986850972,30.68665540744696,245294000,55.03466021458588
2015-10-01,31.96659469604492,32.377099281167915,29.85111464803456,30.275107061966484,212300000,61.341275384986815
2015-10-08,32.404518127441406,32.814081114350365,31.130553345898484,31.916830145569616,166584000,62.79819280811611
2015-10-15,31.97903251647949,33.18382484290657,31.935237418440146,32.57869314712803,185268000,60.41582135221074
2015-10-22,35.479454040527344,36.327936201373646,32.048704860015945,32.18256941951227,357324000,70.37358106249677
2015-10-29,36.23387908935547,36.48220319302279,35.12612692315107,35.3575328675654,170464000,72.00796794620268
2015-11-05,36.59666061401367,36.87533943290671,35.75564286836472,36.301557209691055,168348000,72.78545041472722
2015-11-12,36.82557678222656,36.89574385818403,35.39883611318687,36.37769738634312,180276000,73.28959218995173
2015-11-19,37.23115539550781,37.95562159648435,36.69767909974748,36.76287247726154,168182000,74.201456027327
2015-11-26,37.93930435180664,38.61485377453002,36.88878000840418,37.246586185815936,146022000,75.75763221830923
2015-12-03,37.4033432006836,38.26849291524526,36.67633693919269,38.11994646474661,233794000,72.20754108472065
2015-12-10,37.72581481933594,37.85022556133531,36.03781072235254,37.46505266811344,225696000,73.02655704226508
2015-12-17,37.338645935058594,37.95422999870566,36.7335142257759,37.94129079649942,183182000,70.34615827910409
2015-12-24,38.36826705932617,38.81515169225916,37.15501569693409,37.30082470301855,102016000,73.16682824590028
2015-12-31,37.00572204589844,38.29362062878137,36.27418635646477,38.29362062878137,173428000,64.4324135657379
2016-01-07,34.862876892089844,36.75093374238755,34.765836661726375,36.34336401551804,240628000,53.59618681672241
2016-01-14,34.757869720458984,35.92608447954487,33.504304828336224,35.1027366525826,230940000,53.12468549840153
