Date,Close,High,Low,Open,Volume,RSI_14,Trend_Average,Trend_Smoothed
2015-01-01,39.6179313659668,40.63772986013461,38.98377205668541,39.9864306682918,133149800,,12.666666666666666,12.666666666666666
2015-01-08,39.38654708862305,41.057648011214525,39.09517562894506,40.063557725683424,142231500,,12.760683760683762,12.713675213675213
2015-01-15,39.3522834777832,39.97787799405677,38.70955234134564,39.60937854763792,143689100,,12.854700854700852,12.76068376068376
2015-01-22,35.29879379272461,40.612038651728405,35.2730855926824,39.74649546961039,358306200,,12.948717948717947,12.854700854700853
2015-01-29,35.85581588745117,36.1728955607741,34.47608631639669,35.07596916499845,285639900,,13.04273504273504,12.948717948717947
2015-02-05,36.318580627441406,36.66994004556748,35.87295349021594,36.18146483668728,170479100,,13.136752136752136,13.04273504273504
2015-02-12,37.30410003662109,37.70687910958496,36.42998562860709,36.55853311502912,134341100,,13.230769230769232,13.136752136752136
2015-02-19,37.966583251953125,38.23413377859957,37.15529251344517,37.26749292688266,144874800,,13.324786324786324,13.230769230769232
2015-02-26,37.16393661499024,38.17373077206401,37.00858316123068,37.966595028626806,152186300,,13.418803418803419,13.324786324786325
2015-03-05,36.2318115234375,37.3192855686218,36.11098180560877,37.17256141671344,162925300,,13.512820512820516,13.41880341880342
2015-03-12,36.680625915527344,36.96544176767689,35.04941743100336,35.67083144124652,229141900,,13.606837606837606,13.512820512820513
2015-03-19,35.78302001953125,37.258874646261845,35.76575815758333,36.47347803563064,201012900,,13.7008547008547,13.606837606837606
2015-03-26,35.14435577392578,35.91249070149741,34.790495752492866,35.57589254603248,178699200,,13.794871794871796,13.7008547008547
2015-04-02,35.748504638671875,36.17141212418597,34.62650968911217,35.092570193385434,130274000,,13.888888888888891,13.794871794871796
2015-04-09,36.47347640991211,36.64609172933392,35.60177382075887,35.60177382075887,135610600,35.88008626272375,13.982905982905983,13.888888888888891
2015-04-16,37.10351943969727,37.2588695914255,35.52409385555664,36.20592249436149,162033100,40.602961152534725,14.076923076923078,13.982905982905985
2015-04-23,42.34238052368164,42.55814886519424,36.93953940848276,37.01721614312184,345026800,64.2095103462494,14.17094017094017,14.076923076923075
2015-04-30,39.94303131103516,42.75665211561793,39.718633701447,42.031670411186646,240504500,53.68580977063959,14.264957264957266,14.17094017094017
2015-05-07,41.10818099975586,41.70370037410507,39.83946223226923,39.93440081927344,157058900,57.34210682181388,14.35897435897436,14.264957264957266
