Date,Close,High,Low,Open,Volume,RSI_14,Google stock,sell Google stock,buy Google stock
2020-02-24,69.07779693603516,70.25507023887647,63.32247887678221,67.85917592042922,270290000,54.41675892916341,41,29,36
2020-03-02,60.55292892456055,67.70224394611735,59.58939193197648,67.2683020336331,276144000,38.537135372794665,72,57,87
2020-03-09,54.64365768432617,60.76964494676954,51.6783108595846,56.09842956560577,405482000,31.64382999448462,74,53,100
2020-03-16,54.92714309692383,57.69120986661463,50.49536628941799,54.45683283347388,374460000,32.26974059012224,57,30,70
2020-03-23,55.08307647705078,58.55510185428521,54.48074094204761,55.39097208457455,283698000,32.63513432009324,45,42,56
2020-03-30,60.29734802246094,61.03071305980024,53.79720488376464,54.71639896105709,226108000,43.59352008061961,40,31,47
2020-04-06,62.89750289916992,63.8739937978747,59.16730698193053,60.984872939163296,161146000,48.125205764474536,41,49,54
2020-04-13,62.93436813354492,64.48977635706699,60.2689461074224,63.47692092849195,208160000,48.18876186127251,41,28,53
2020-04-20,66.83385467529297,67.75604010426764,61.38942035603027,63.34987496430273,231026000,54.53418927122914,75,100,82
2020-04-27,67.12381744384766,68.45104934221372,64.71746272372428,66.00683626496465,182246000,54.97576253606585,57,91,69
2020-05-04,67.22496032714844,70.57293169038593,66.18220578020906,68.05248477695842,147996000,55.13942926460546,36,36,38
2020-05-11,70.08417510986328,70.26851792522437,65.95850399250145,66.5120113695661,161384000,59.60926835593831,35,41,38
2020-05-18,70.63818359375,71.79204234880939,69.31543705158543,70.14794832515746,128816000,60.43193933627298,30,24,28
2020-05-25,71.56187438964844,72.06865183730712,69.55010559610916,69.59295091802693,145290000,61.82793787536363,33,37,33
2020-06-01,73.03009796142578,73.44904095512503,69.98503944495488,71.26393726255317,151156000,64.001985275652,37,33,36
2020-06-08,72.29623413085938,72.7386447614421,69.05289044708076,71.86578157165454,174008000,62.09823228384346,30,28,30
2020-06-15,71.3421630859375,73.53283911580192,70.81305835647912,72.19858294803323,189360000,59.61551993246288,30,32,28
2020-06-22,71.64456939697266,71.8916825762437,67.10936673252802,71.2390288917923,222520000,60.15923288292144,29,28,25
2020-06-29,74.5322036743164,75.56847357083416,72.0620751113242,72.0879829990491,122620000,65.0043596812719,31,22,27
2020-07-06,75.41104125976562,78.57427420280139,73.90944047756817,75.05283126681717,166434000,66.34578956855894,32,30,31
2020-07-13,78.14372253417969,79.06541387132403,74.04943250347651,74.73148348479695,133630000,70.17414286340002,30,17,24
2020-07-20,75.82853698730469,78.3121135071375,74.15355563832443,78.06799553481186,144526000,63.57564771115232,38,31,31
2020-07-27,73.41670227050781,76.61820400343838,72.44121103641918,74.58201742868557,226490000,57.50898423122116,34,30,34
2020-08-03,75.06129455566406,75.5707098759465,73.03756788551885,73.32403703212688,155078000,60.29150208950239,31,34,29
2020-08-10,77.09947204589844,78.40228594083284,74.87495928377417,75.24662492729102,157520000,63.4830662958866,32,27,28
2020-08-17,82.32321166992188,82.6639825016722,76.63465133238442,76.89620849200611,216076000,70.11321826256044,33,39,32
2020-08-24,86.10462188720703,86.34873987239516,80.99647281255281,82.38797269561228,190410000,73.8189441547905,41,38,38
