Date,Close,High,Low,Open,Volume,RSI_14,Trend_Average,Trend_Smoothed
2014-12-29,0.4593401253223419,0.48669896075635,0.4579001775808706,0.4830990914026717,831204000,,1.0,1.0
2015-01-05,0.4737395048141479,0.4857389743813686,0.4643799013863205,0.4646199022212618,1076032000,,0.6666666666666666,0.8333333333333333
2015-01-12,0.4871789216995239,0.4883788972640718,0.4682197426363472,0.4770993729946537,655532000,,0.6666666666666666,0.7777777777777777
2015-01-19,0.4634199738502502,0.4979784933642213,0.4631799730056836,0.4881388878718887,1044044000,,1.0,0.7777777777777777
2015-01-26,0.4838190376758575,0.489338798891323,0.4545403117352986,0.4636599134901126,1158128000,,0.6666666666666666,0.7777777777777778
2015-02-02,0.4994184374809265,0.5039781960126729,0.4835791256917389,0.4842990423930782,1171952000,,1.0,0.8888888888888888
2015-02-09,0.5308568477630615,0.5399764761042488,0.5248571434704608,0.527977010301081,1361276000,,0.6666666666666666,0.7777777777777777
2015-02-16,0.5313368439674377,0.5385365233773204,0.5270170592086945,0.5375765775662625,725368000,,0.6666666666666666,0.7777777777777778
2015-02-23,0.5403693914413452,0.5473558987280428,0.5292873612454242,0.5338647340303257,999052000,,1.3333333333333333,0.8888888888888888
2015-03-02,0.5512105822563171,0.5613289137442274,0.5389239548234215,0.5403694471612096,1592168000,,1.0,1.0
2015-03-09,0.5509694218635559,0.5630150910953629,0.5357918728876511,0.5459102580176814,1716960000,,1.0,1.111111111111111
2015-03-16,0.5068824887275696,0.568797307389969,0.5051960426020605,0.5528970055525686,2071884000,,1.0,1.0
2015-03-23,0.5061597228050232,0.5198917854649201,0.4929094526436779,0.4965231835743374,1571504000,,1.0,1.0
2015-03-30,0.5304919481277466,0.5324192903678253,0.4998959429101587,0.5090506318760494,1488464000,,33.666666666666664,11.888888888888888
2015-04-06,0.5451877117156982,0.5502468774137567,0.5261555301301887,0.5263964263715336,1338720000,78.32037884675862,1.0,11.888888888888888
2015-04-13,0.5374784469604492,0.5466331932098015,0.5263964159419183,0.5420558200851254,1118420000,75.408727586961,1.0,11.888888888888888
