Date,Close,High,Low,Open,Volume,RSI_14,Google stock,sell Google stock,buy Google stock
2016-06-27,34.72402572631836,34.91860350563701,34.02135273895041,34.111923343755315,116338000,46.72321414619032,31,0,40
2016-07-04,35.68000411987305,36.02935121052192,34.24853644798794,34.7394592253681,125280000,51.52259652029202,37,31,47
2016-07-11,36.88479995727539,36.93157547934048,35.7322579276778,35.90891905119146,120844000,56.80390882828658,37,60,42
2016-07-18,36.91365814208984,37.04752268418978,36.540425969346295,36.843491070714585,120354000,56.924959840734864,43,0,38
2016-07-25,38.47675704956055,38.83754742002781,36.7907425337478,37.17591920021,262882000,62.97695107657683,36,39,29
2016-08-01,39.049049377441406,39.26104272938692,38.25854304063592,38.42898514887322,123094000,64.92027385568926,33,38,22
2016-08-08,38.811668395996094,39.3013496159493,38.48989306688383,39.06496998367121,92120000,63.43296737892176,31,47,32
2016-08-15,38.30058670043945,38.95847371397099,38.17269438836977,38.81664366470054,90650000,60.23343264557535,34,45,32
2016-08-22,38.17170333862305,38.62107486110947,37.9793617873197,38.16921269397925,106396000,59.4194934577855,34,0,34
2016-08-29,38.83356857299805,38.95200707614431,38.0348499852313,38.28118460688968,86686000,62.241309305715504,36,44,38
2016-09-05,37.94477462768555,38.83356641657519,37.52227628185313,38.74598001883968,138984000,56.55419174762367,37,0,36
2016-09-12,38.6280403137207,38.67481962995561,37.81887318329856,37.964682197232925,133472000,59.60957121734304,40,56,46
2016-09-19,38.89378356933594,39.30633078120495,38.47128516849677,38.81615214588196,133886000,60.76527158017922,38,35,45
2016-09-26,38.64048004150391,39.10478020145476,38.293619840238144,38.88780558749719,136828000,59.031413142144046,47,0,48
2016-10-03,39.121700286865234,39.42725225443136,38.355827092980704,38.7663847859249,109774000,61.29113981382232,40,0,48
2016-10-10,39.886077880859375,40.04034595983071,38.46779642190743,38.87685817364129,142690000,64.6285285500633,42,62,41
2016-10-17,39.76515197753906,40.64150195650054,39.51284892859172,39.97565699982303,158906000,63.69294236577751,48,37,59
2016-10-24,38.25381088256836,40.58228242428531,37.99254760214101,39.86119531470014,274504000,53.30648560022684,43,76,51
2016-10-31,39.08039474487305,39.59411294578013,37.35113573772228,38.18165176491709,192742000,57.3982675331852,63,54,55
2016-11-07,38.04380416870117,39.37201245614126,36.20551113974507,39.37201245614126,293760000,51.32415612990999,51,34,58
2016-11-14,37.8701286315918,38.66486444708976,37.5844828366969,38.16523204162703,145064000,50.36252711060702,37,0,40
2016-11-21,37.72332000732422,38.79275555248242,37.56357707355331,38.03285468816133,135702000,49.51793719901687,41,44,47
2016-11-28,38.37772750854492,38.38618658805618,36.67752846106948,37.69346846642818,186326000,53.279170747639405,45,33,48
2016-12-05,39.66562271118164,40.02940106567144,38.18065573109838,38.4419190110732,185270000,59.65073131884645,45,44,42
2016-12-12,39.54071807861328,39.960729600812336,39.12817089677711,39.67906275518629,149294000,58.81302556324716,37,0,47
2016-12-19,39.06745529174805,39.70493877548158,38.97539256832532,39.43123365623278,70770000,55.62546895488333,33,0,46
2016-12-26,39.15952682495117,39.38048042682272,38.33891252841339,38.98186715946943,104892000,56.12369012946159,38,0,47
2017-01-02,40.20507049560547,40.30738435208355,39.06596508978756,39.11871663802515,129854000,61.42084425963959,43,29,52
