date,NVIDIA stock,sell NVIDIA stock,buy NVIDIA stock
2018-06-03,41,0,26
2018-06-10,38,0,35
2018-06-17,37,0,28
2018-06-24,42,0,43
2018-07-01,28,0,0
2018-07-08,35,0,26
2018-07-15,30,0,0
2018-07-22,34,0,0
2018-07-29,34,0,23
2018-08-05,33,0,31
2018-08-12,69,0,33
2018-08-19,67,0,41
2018-08-26,49,0,44
2018-09-02,40,0,54
2018-09-09,40,0,33
2018-09-16,37,0,38
2018-09-23,38,0,34
2018-09-30,41,0,51
2018-10-07,49,0,29
2018-10-14,44,0,46
2018-10-21,58,0,51
2018-10-28,63,0,37
2018-11-04,44,0,22
2018-11-11,100,91,78
2018-11-18,85,0,68
2018-11-25,64,0,35
2018-12-02,67,0,42
2018-12-09,49,0,25
2018-12-16,53,0,33
2018-12-23,47,0,42
2018-12-30,44,0,43
2019-01-06,52,0,44
2019-01-13,44,0,0
2019-01-20,39,0,32
2019-01-27,77,98,61
2019-02-03,49,0,35
2019-02-10,63,0,41
2019-02-17,37,0,0
2019-02-24,37,0,0
2019-03-03,31,0,27
2019-03-10,53,0,32
2019-03-17,53,0,26
2019-03-24,40,0,39
2019-03-31,43,0,20
2019-04-07,35,0,0
2019-04-14,31,0,0
2019-04-21,41,0,23
2019-04-28,34,0,27
2019-05-05,34,0,0
2019-05-12,51,0,36
2019-05-19,36,0,35
2019-05-26,34,0,27
2019-06-02,37,0,19
2019-06-09,35,0,33
2019-06-16,34,0,0
2019-06-23,31,0,0
2019-06-30,32,0,0
2019-07-07,32,0,22
2019-07-14,28,0,0
2019-07-21,32,0,0
2019-07-28,27,0,0
2019-08-04,31,0,25
2019-08-11,43,0,0
2019-08-18,37,0,0
2019-08-25,29,0,0
2019-09-01,24,0,25
2019-09-08,30,0,21
2019-09-15,23,0,0
2019-09-22,22,0,0
2019-09-29,23,0,0
2019-10-06,24,0,26
2019-10-13,31,0,0
2019-10-20,32,0,0
2019-10-27,32,0,26
2019-11-03,32,0,32
2019-11-10,43,0,21
2019-11-17,37,0,34
2019-11-24,29,0,29
2019-12-01,28,0,0
2019-12-08,27,0,0
2019-12-15,38,0,23
2019-12-22,30,0,33
2019-12-29,29,0,23
