Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,GOOG,MSFT,NVDA,GOOG,MSFT,NVDA,GOOG,MSFT,NVDA,GOOG,MSFT,NVDA,GOOG,MSFT,NVDA
Date,,,,,,,,,,,,,,,
2015-01-01,24.896944046020508,39.61793899536133,0.45938241481781006,26.395927822352196,40.6377376859161,0.48674376906366007,24.824901037246317,38.98377956395717,0.4579423345064627,26.28363940365893,39.98643836864981,0.48314356828529165,169447946,133149800,831204000
2015-01-08,24.885517120361328,39.38654708862305,0.47378313541412354,25.08673847567943,41.057648011214525,0.48578371011201466,24.224214084053802,39.09517562894506,0.46442266998279225,24.74242506955468,40.063557725683424,0.46466269292140083,247158716,142231500,1076032000
2015-01-15,25.73859977722168,39.35226821899414,0.48722365498542786,25.800208929407713,39.97786249269436,0.4884237407330063,24.730995463376285,38.709537331774605,0.46826273507029764,25.11903220454392,39.60936318916063,0.47714318076569256,190297030,143689100,655532000
2015-01-22,25.339134216308594,35.29878616333008,0.4634626805782318,26.937486557038376,40.61202987394219,0.49802438485197936,25.339134216308594,35.273077968844376,0.46322265761625253,25.909512511690803,39.74648687890055,0.4881838725852759,201804538,358306200,1044044000
2015-01-29,25.97311019897461,35.8558235168457,0.48386356234550476,26.823212716850954,36.17290325763679,0.48938383153094567,24.901910707216874,34.47609365221259,0.45458214195619817,25.388820085430343,35.07597662845732,0.4637025829654106,326897039,285639900,1158128000
2015-02-05,26.629444122314453,36.31858444213867,0.49946433305740356,26.75266242839462,36.669943897169546,0.5040245106220304,25.939821477648863,35.872957258107064,0.483623565666478,26.02428628279926,36.18146863698269,0.48434354852675254,160174554,170479100,1171952000
2015-02-12,26.814767837524414,37.304100036621094,0.5309059023857117,27.326518930047,37.70687910958496,0.5400263734398241,26.565003412996433,36.42998562860709,0.5249056436814435,26.69304143855172,36.55853311502912,0.5280257988080342,131808891,134341100,1361276000
2015-02-19,27.02195167541504,37.96659851074219,0.5313859581947327,27.138710109588384,38.234149144917325,0.5385863031084196,26.245878214394164,37.155307446176074,0.5270657741358225,26.732289651011556,37.26750790470697,0.537626268564579,134448116,144874800,725368000
2015-02-26,28.487648010253906,37.16393280029297,0.5404191017150879,28.67346754715099,38.173726853716296,0.5474062517124852,26.90420130759714,37.0085793624797,0.52933605204848,26.989162151362265,37.96659113154056,0.5339138459202487,208659306,152186300,999052000
2015-03-05,27.38514518737793,36.2318229675293,0.5512611865997314,28.7132151411913,37.3192973562005,0.561380447009433,27.360303492675357,36.110993211535586,0.5389734311828419,28.56962516644848,37.1725731579482,0.5404190562252497,154478961,162925300,1592168000
2015-03-12,27.79852294921875,36.680625915527344,0.5510203838348389,27.812434755075127,36.96544176767689,0.5630671672320152,27.039343160204627,35.049417431003356,0.5358414310100371,27.500912931968223,35.67083144124652,0.5459607520411031,173484999,229141900,1716960000
2015-03-19,27.762996673583984,35.78302001953125,0.5069290995597839,28.54826104887766,37.258874646261845,0.5688496116546622,27.61617771757362,35.76575815758333,0.5052424983556144,27.793055294826928,36.473478035630635,0.5529478476907974,203870194,201012900,2071884000
2015-03-26,26.956865310668945,35.144344329833984,0.5062061548233032,27.76871037764069,35.91247900727707,0.5199394771792124,26.804829423732738,34.79048442362886,0.4929546691626627,27.70362327412551,35.57588096141893,0.49656873159504594,166174983,178699200,1571504000
2015-04-02,26.909664154052734,35.748497009277344,0.5305407643318176,27.020958597470763,36.17140440453514,0.5324682839271464,26.311462222240426,34.62650229917219,0.49994194365050837,26.87190462533297,35.09256270397949,0.5090974750366589,110444395,130274000,1488464000
2015-04-09,26.458528518676758,36.47347640991211,0.5452377200126648,27.03139272542504,36.64609172933392,0.5502973497715508,25.995966685093467,35.60177382075887,0.5262037926669919,26.88084684366622,35.60177382075887,0.5264447110049661,190712165,135610600,1338720000
2015-04-16,26.79812240600586,37.10352325439453,0.5375277400016785,26.883332213494054,37.25887342209467,0.5466833258480172,25.88616175687916,35.52409750786956,0.5264446926316734,26.327857774247658,36.20592621677477,0.5421055329248478,171387256,162033100,1118420000
2015-04-23,27.355709075927734,42.34237289428711,0.5334320664405823,28.376850817527206,42.558141196921824,0.5442742000594717,26.84110150085483,36.93953275259056,0.5216262016528922,26.87935896649462,37.01720947323358,0.5276496219841849,294103263,345026800,1178436000
2015-04-30,26.117158889770508,39.94303512573242,0.532468318939209,27.3312965097228,42.756656199025684,0.5512613346505482,25.960970365350782,39.71863749471351,0.5254811676534348,27.295424197070123,42.03167442535615,0.5307817750846414,162170000,240504500,1285944000
2015-05-07,26.386194229125977,41.10818099975586,0.5047605037689209,27.001981710130035,41.70370037410507,0.5435511704688093,25.994101751637675,39.83946223226923,0.4910271821226247,26.105700285277248,39.934400819273435,0.5302996854928849,137314000,157058900,2922584000
2015-05-14,26.866962432861328,41.06502914428711,0.5069290995597839,27.048809869615102,42.2129149198592,0.517530256387831,26.34782784532706,40.71979850776251,0.5050015799451282,26.592947387516567,41.45340949492309,0.5062062868847366,175526000,139382800,1284480000
2015-05-21,26.892871856689453,41.35797882080078,0.528639554977417,27.112083525396443,41.4969679032576,0.5310600634349905,26.399145290230756,40.12444781445553,0.4978990456277074,26.80120027852622,41.07131197424296,0.5095175208497443,131408000,105048800,1144348000
2015-05-28,26.918777465820312,40.69776916503906,0.5252509117126465,27.07770654107103,41.714129297456694,0.5470354901962683,26.393167784623373,40.471913198813134,0.5242826620569015,26.80418942011464,41.262414051244455,0.5286396123793139,183750000,134141100,1510576000
2015-06-04,26.73842430114746,40.489288330078125,0.5196837782859802,26.932725842198202,40.967063000729425,0.5412263249680708,26.056873198396676,39.49030221654867,0.516779144500715,26.79173388120217,40.645651431565526,0.5221042872038729,150548000,128128700,1766192000
2015-06-11,26.368255615234375,39.93332290649414,0.5223461389541626,26.8525156823519,40.75856836846847,0.528881504986564,26.106198630749695,39.108074130760116,0.5039502660398831,26.82486501863982,40.5327124482329,0.5196835973841566,123440000,140307700,1403764000
2015-06-18,26.79572105407715,39.64665985107422,0.5085493326187134,27.089664966653235,40.6803939143372,0.5354169593756655,26.444482167638643,39.568478311111136,0.5061288241439571,26.454944529767964,40.15049717833853,0.5267031750341223,149220000,177600800,1836728000
2015-06-25,25.99858283996582,38.6129264831543,0.4937841594219208,26.948171868181483,40.20261326959057,0.515568792031957,25.818730947515487,38.16989668215286,0.4833759678651479,26.84703570577783,39.985442708170986,0.5085493005844892,191216000,168822300,1782288000
2015-07-02,25.748981475830078,38.430511474609375,0.47563037276268005,26.214808414402647,39.003841735615154,0.4974149776977325,25.666778287098392,37.63132193013319,0.4637698640283328,25.96072220278484,38.63899339837852,0.4935421526304483,108206000,121007700,1287284000
2015-07-09,27.91071319580078,39.75090789794922,0.4780508279800415,28.22373831619842,39.924645052641914,0.4853123813862329,25.924350674713025,38.65636945677825,0.46691647879257947,26.06235502244111,38.87354007170397,0.4831339067079554,220684000,135578700,1301716000
2015-07-16,32.98647689819336,39.55979919433594,0.46982112526893616,33.81051573518716,41.1147415604393,0.488701125433346,28.148859243603308,39.26444703157754,0.4640119166450687,28.154838279322135,39.96807768861922,0.4809554754618744,582012000,188305000,1197824000
2015-07-23,31.483379364013672,40.2113151550293,0.4833759665489197,33.062703872788504,40.63696773951042,0.48724879139592425,30.91392465919113,38.90829135853783,0.4620754875998649,32.94512630314934,39.3252585757638,0.4707893290782576,252652000,181243400,982168000
2015-07-30,32.073753356933594,41.3319091796875,0.4981411397457123,32.2770253504637,42.052913831036946,0.5056446986946637,30.991145070811207,39.89858192896299,0.4799872973543778,31.38722099492626,40.18524539085171,0.4821657434368746,166200000,155468900,1300380000
2015-08-06,32.85993194580078,40.60221481323242,0.5741451382637024,33.624184209598866,41.496956580296704,0.5797123133867901,31.3727751290111,39.70746973240793,0.48676468641313336,32.134537711748486,41.444834445937154,0.4969308448356137,255032000,129029700,3542284000
2015-08-13,32.926692962646484,40.489288330078125,0.5564754009246826,33.23060132876872,41.21898169909918,0.5760815587647027,32.445424260935916,40.21999558556972,0.550424101254086,32.848076048714645,40.88019608379663,0.5748712757467951,150494000,120259900,1301748000
2015-08-20,31.318470001220703,37.3460807800293,0.5301347374916077,33.030819438124716,40.63386693134758,0.5551708854374924,28.151350491815204,34.731594614117675,0.48613914615539927,32.655664409270784,40.284101311637244,0.5524971400692297,413294000,329069600,2729540000
2015-08-27,30.607023239135742,37.91445541381836,0.5398574471473694,32.06428858303279,38.60524079359269,0.5559000333598538,29.598647360909162,36.42795628506748,0.5201688502242087,31.855537392185568,37.80078106807522,0.5357252746308651,278488000,200992000,1701512000
2015-09-03,30.526315689086914,37.66088104248047,0.5403436422348022,31.21384586106073,38.82384925934932,0.5576015470963868,29.655944101350357,36.90014441575756,0.5284332278052191,30.739550218801774,37.9581809122684,0.5478787739993309,156604000,131363300,1078368000
2015-09-10,31.685150146484375,38.73639678955078,0.5614904165267944,31.820662907761555,38.80635125286897,0.5646503221637673,30.462045940689027,37.3810607510786,0.5347528024812546,30.54524689525184,37.704591804894235,0.5371834946672127,167040000,134409500,1352604000
2015-09-17,31.006589889526367,38.36040115356445,0.5590597987174988,32.42847902147423,39.34848629904531,0.5763177561003714,30.661330049967823,37.870733236635004,0.553469200150801,31.77532736370071,38.72765542687405,0.5712132612641722,264608000,167320200,1266952000
2015-09-24,30.312084197998047,38.701416015625,0.5991663932800293,31.37576332627476,39.11239011097271,0.5998956069974493,29.363492947558097,37.643379871870366,0.5469064632135595,30.721613909007683,37.99314548522315,0.5556569698703049,245294000,152626500,2084832000
2015-10-01,32.00300979614258,40.922420501708984,0.6324669122695923,32.41398201210646,41.4033457243912,0.6387867255697777,29.885119875625143,38.25546850718749,0.5704841547265244,30.30959528520739,39.1298792159232,0.5991663664881989,212300000,159594900,2120832000
2015-10-08,32.441429138183594,40.8174934387207,0.6650382280349731,32.85145864595702,41.56948720566223,0.6754902133242375,31.166013221723258,40.660099239332375,0.6190980567813519,31.953185645618298,40.71256508433257,0.6297931519277784,166584000,126828000,2021496000
2015-10-15,32.01546859741211,41.27219009399414,0.666253387928009,33.221633632994475,41.96297542096546,0.6835113440424114,31.971623600372975,40.68633312820439,0.6594474725830232,32.61581246584337,41.10604990854315,0.666253387928009,185268000,138973800,1920260000
2015-10-22,35.51987075805664,47.200687408447266,0.6968805193901062,36.369319474470124,47.54170703490869,0.6995542648671056,32.08521341085294,41.175998445996875,0.67305968820566,32.219230463284525,41.56073793868966,0.6740319540198139,357324000,354498200,1361400000
2015-10-29,36.2751579284668,47.56794357299805,0.6813238263130188,36.52376493120483,47.98766031012536,0.6983386756933201,35.16614377418402,46.01149025358731,0.671601055238561,35.39781334393985,46.81594983479041,0.685699108067897,170464000,180791600,1637448000
2015-11-05,36.63835144042969,46.912132263183594,0.7416051626205444,36.91734772955277,48.075096682169395,0.7763640779561147,35.79637560941834,46.579855285353986,0.6716011122212255,36.342911855029406,47.646637335663215,0.684726842694952,168348000,188632800,3315796000
2015-11-12,36.867530822753906,47.08701705932617,0.7542446851730347,36.9377778375095,47.200691389605204,0.75521700866532,35.439164719951016,45.9327951482826,0.7207010894009694,36.41914117416112,46.76348601919136,0.7399035801131392,180276000,165635800,1535564000
2015-11-19,37.27357482910156,47.26355743408203,0.759548544883728,37.998866452914875,48.11745405502597,0.7722361645972244,36.73949071545157,46.89383107744396,0.7510088455937505,36.80475837124464,47.527651526647375,0.7597925778436835,168182000,139137800,1070096000
2015-11-26,37.98252487182617,48.60162353515625,0.792975664138794,38.65884388160044,49.26185208534326,0.8085911583829364,36.930803769305676,47.351592425354966,0.7571087467187436,37.28901756012306,47.360393995128526,0.7610126348228663,146022000,152478200,1117976000
2015-12-03,37.445953369140625,48.399147033691406,0.7980996370315552,38.31208866873089,49.49952779571085,0.8249388510604369,36.71811889667656,47.4748278652142,0.787363986323418,38.16337299300428,48.84810426512887,0.7993196277475767,233794000,182552500,1726164000
2015-12-10,37.76879119873047,49.4114990234375,0.8093231320381165,37.89334366658187,49.51713463706313,0.8120070878017994,36.07886416635551,47.254752043181846,0.7851678791990535,37.5077319932708,48.76007213020562,0.8005393984446074,225696000,195440500,1283460000
2015-12-17,37.381187438964844,49.13859558105469,0.8066391348838806,37.99747286366002,49.99249199735438,0.8188387472100903,36.77536627744494,47.56284976309168,0.7832158675830898,37.9845189192716,49.61396080403153,0.8105430224627358,183182000,218813400,1186808000
2015-12-24,38.41197967529297,49.569950103759766,0.8146909475326538,38.85937343980364,50.04531200558025,0.8281105512103882,37.19734606671309,48.39914344782952,0.7895597383894031,37.343321191665446,49.173812387163245,0.8041992743074708,102016000,81452700,578476000
2015-12-31,37.047882080078125,47.58046340942383,0.7693083882331848,38.3372479454588,49.46431473398666,0.8171308847171272,36.315512963596824,46.99946250224,0.7602806219013873,38.3372479454588,49.33227105759227,0.8134710297586976,173428000,154710700,1446220000
2016-01-07,34.902587890625,45.45893478393555,0.7139220833778381,36.79279535583176,47.59807550243975,0.7551567939775641,34.80543712536627,45.159631047574166,0.7112381277185679,36.3847613815372,46.392058987437714,0.7500329156468132,240628000,245241800,2404176000
2016-01-14,34.79747009277344,44.710689544677734,0.6704912185668945,35.96701582351481,47.02588916234455,0.7075781164182421,33.54247698779276,43.22297201907395,0.6453600147875661,35.14272993904918,45.7758577360542,0.6992823346307525,230940000,231040100,2380008000
